Segmentos#Linha de Produto#Subcategoria de Linha de Produto #Nome do Produto#CAS Number
Plásticos & Elastômeros, Borrachas, Adesivos#TK-NOX#ANTIOXIDANTES AMÍNICOS#TK-NOX 5057#68411-46-1
Plásticos & Elastômeros, Borrachas#TK-SORB®#BLENDAS DE ESTABILIZANTES À LUZ#TK-SORB® 111 #106990-43-6 | 65447-77-0
Plásticos & Elastômeros, Borrachas#TK-SORB®#BLENDAS DE ESTABILIZANTES À LUZ#TK-SORB® 783 #70624-18-9 | 65447-77-0
Plásticos & Elastômeros, Borrachas#TK-SORB®#BLENDAS DE ESTABILIZANTES À LUZ#TK-SORB® 791 #70624-18-9 | 52829-07-9
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® AG 100#Confidencial
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® AG 100 AV#Confidencial
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® AG 150#Confidencial
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® AG 150 AV#Confidencial
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® AG 466#Confidencial
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® B 75#Confidencial
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® B 76#Confidencial
Plásticos & Elastômeros, Borrachas, Adesivos#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® GSE 350#Confidencial
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® XT 300#Confidencial
Plásticos & Elastômeros, Borrachas#TK-SORB®#ESTABILIZANTES À LUZ SINÉRGICOS#TK-SORB® XT 503#Confidencial
Plásticos & Elastômeros, Borrachas#TK-COMP®#ACOPLANTES#TK-COMP® PR3D #25722-45-6
Plásticos & Elastômeros, Borrachas#TK-COMP®#ACOPLANTES#TK-COMP® PR53#25722-45-6
Plásticos & Elastômeros, Borrachas#TK-COMP®#COMPATIBILIZANTES#TK-COMP® EF3A #63625-36-5
Plásticos & Elastômeros, Borrachas#TK-COMP®#COMPATIBILIZANTES#TK-COMP® LR508B#63625-36-5
Plásticos & Elastômeros, Borrachas#TK-COMP®#COMPATIBILIZANTES#TK-COMP® WR2A#106343-08-2
Plásticos & Elastômeros, Borrachas#TK-COMP®#COMPATIBILIZANTES#TK-COMP® AR1040C#25722-45-6
Plásticos & Elastômeros, Borrachas#TK-COMP®#COMPATIBILIZANTES#TK-COMP® FB724#124578-11-6
Plásticos & Elastômeros, Borrachas#TK-COMP®#COMPATIBILIZANTES#TK-COMP® FB621#85244-45-7
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#TK-COMP® AR493#85244-45-7 | 108-31-6
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#TK-COMP® AR494#85244-45-7 | 108-31-6
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#TK-COMP® FB521A#63625-36-5
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#TK-COMP® SOG02#26221-73-8 | 25067-05-4
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#TK-COMP® SOG03#26221-73-8
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#TK-COMP® SBG001#25053-09-2 |  9003-56-9 | 25067-05-4
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#TK-COMP® RK56#Confidencial
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#TK-COMP® RK825#25053-09-2
Plásticos & Elastômeros, Borrachas#TK-COMP®#AUXILIARES DE PROCESSO#TK-COMP® HL750#141-32-2 + 80-62-6
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#WANSUPER 5017#26221-73-8
Plásticos & Elastômeros, Borrachas#TK-COMP®#MODIFICADORES DE IMPACTO#WANSUPER 5057#26221-73-8
Plásticos & Elastômeros, Borrachas#TK-COMP®#EXTENSORES DE CADEIA#TK-COMP® ECO1180#29564-58-7
Plásticos & Elastômeros, Borrachas#TK-COMP®#EXTENSORES DE CADEIA#TK-COMP® SAG008#29762-66-1
Plásticos & Elastômeros, Borrachas#TK-COMP®#ANTI-HIDRÓLISE#TK-COMP® 362#2162-74-5
Plásticos & Elastômeros, Borrachas#TK-FLOW#DESLIZANTES#TK-FLOW EA50#112-84-5
Plásticos & Elastômeros, Borrachas#TK-FLOW#DESLIZANTES#TK-FLOW EBO50#301-02-0
Plásticos & Elastômeros, Borrachas#TK-FLOW#DESLIZANTES#TK-FLOW EBS1050#110-30-5
Plásticos & Elastômeros, Borrachas#TK-FLOW#AUXILIARES DE PROCESSO#TK-FLOW SF001#9011-17-0 | 31831-53-5
Plásticos & Elastômeros, Borrachas#TK-FLOW#AUXILIARES DE PROCESSO#TK-FLOW SIL 5090#Confidencial
Plásticos & Elastômeros, Borrachas#TK-FLOW#AUXILIARES DE PROCESSO#TK-FLOW SIL 9300#Confidencial
Plásticos & Elastômeros, Borrachas#TK-FLOW#AUXILIARES DE PROCESSO#TK-FLOW FM110F#Confidencial
Plásticos & Elastômeros, Borrachas#TK-FLOW#AUXILIARES DE PROCESSO#TK-FLOW FM8000F#Confidencial
Plásticos & Elastômeros, Borrachas#TK-FLOW#AUXILIARES DE PROCESSO#TK-FLOW HL275#27136-15-8
Plásticos & Elastômeros, Borrachas#TK-FLOW#AUXILIARES DE PROCESSO#TK-FLOW HPA220#Confidencial
Plásticos & Elastômeros, Borrachas#TK-FLOW#AUXILIARES DE PROCESSO#TK-FLOW PETS#115-83-3
Plásticos & Elastômeros, Borrachas#TK-FLOW#ANTI-RISCO#TK-FLOW SIL HG650#9016-00-6 | 9003-07-0
Plásticos & Elastômeros, Borrachas#TK-FLOW#SILICONES UHMW#TK-FLOW SIL GT300#9016-00-6 | 63148-62-9 | 25087-34-7
Plásticos & Elastômeros, Borrachas#TK-FLOW#SILICONES UHMW#TK-FLOW SIL GW6200P#Confidencial
Plásticos & Elastômeros, Borrachas#TK-FLOW#SILICONES UHMW#TK-FLOW SIL SP101#63148-62-9 | 9003-07-0
Plásticos & Elastômeros, Borrachas#TK-FOAM#AGENTES EXPANSORES#TK-FOAM MP170EX12#123-77-3 | 24937-78-8
Plásticos & Elastômeros, Borrachas#TK-FOAM#AGENTES EXPANSORES#TK-FOAM MP240CG#Confidencial / 9002-88-4
Plásticos & Elastômeros, Borrachas#TK-STAB#AGENTES NUCLEANTES#TK-STAB NHP001#85209-91-2
Plásticos & Elastômeros, Borrachas#TK-STAB#AGENTES NUCLEANTES#TK-STAB NHP002#151841-65-5
Plásticos & Elastômeros, Borrachas#TK-STAB#AGENTES NUCLEANTES#TK-STAB NHP203#491589-22-1
Plásticos & Elastômeros, Borrachas#TK-STAB#AGENTES CLARIFICANTES#TK-STAB Z9988#135861-56-2
Plásticos & Elastômeros, Borrachas#TK-STAB#AGENTES CLARIFICANTES#TK-STAB Z9988B#135861-56-2
Plásticos & Elastômeros, Borrachas#TK-STAT#ANTIESTÁTICOS#TK-STAT 163A#70955-14-5
Plásticos & Elastômeros, Borrachas#TK-STAT#ANTIESTÁTICOS#TK-STAT 206P#31566-31-1
Plásticos & Elastômeros, Borrachas#TK-CYCLE®#RECICLAGEM#TK-CYCLE® 031#Confidencial
Plásticos & Elastômeros, Borrachas#TK-CYCLE®#RECICLAGEM#TK-CYCLE® 034#Confidencial
Plásticos & Elastômeros, Borrachas#TK-CYCLE®#RECICLAGEM#TK-CYCLE® 053#Confidencial
Plásticos & Elastômeros, Borrachas#TK-CYCLE®#RECICLAGEM#TK-CYCLE® 018#Confidencial
Plásticos & Elastômeros, Borrachas#TK-CYCLE®#RECICLAGEM#TK-CYCLE® 077#Confidencial
Plásticos & Elastômeros, Borrachas#TK-CYCLE®#RECICLAGEM#TK-CYCLE® 051#Confidencial
Plásticos & Elastômeros, Borrachas#TK-CYCLE®#RECICLAGEM#TK-CYCLE® 086#Confidencial
Plásticos & Elastômeros, Borrachas#TK-CYCLE®#RECICLAGEM#TK-CYCLE® 088#Confidencial
Plásticos & Elastômeros, Borrachas#TK-CYCLE®#DESODORIZANTE#TK-CYCLE 200A#7631-86-9 | 1344-28-1 | 7732-18-5 | 1309-37-1
